Y,X1,X2
-6505,-4776,-1729
-1612,-3524,1912
-1736,2093,-3829
6727,2959,3768
-230,-2256,2026
-4616,370,-4986
504,-957,1461
11,-889,900
-656,-2414,1758
-6333,-1769,-4564
6222,4918,1304
730,4835,-4105
-1742,-2359,617
-6200,-1530,-4670
1394,-3592,4986
4748,2676,2072
4076,1244,2832
480,-4174,4654
-8641,-4563,-4078
-23,2540,-2563
1554,-344,1898
7073,2291,4782
2231,90,2141
-2020,-1082,-938
-8125,-4016,-4109
-395,-4344,3949
-1,431,-432
8361,4672,3689
2033,1262,771
2014,-286,2300
3484,-533,4017
4728,2065,2663
-4045,-2101,-1944
-242,-3042,2800
-1691,521,-2212
1634,-3281,4915
-6629,-4093,-2536
-3108,-3138,30
4596,-312,4908
-4870,-610,-4260
160,-1729,1889
-3028,1241,-4269
-1199,972,-2171
7649,3388,4261
-4279,-3347,-932
2080,3046,-966
1289,-3117,4406
8392,3559,4833
-3906,-897,-3009
5121,2731,2390
434,1662,-1228
2912,3692,-780
5991,3719,2272
2342,-401,2743
-686,-1805,1119
-1147,743,-1890
8733,3744,4989
-5812,-3067,-2745
-704,363,-1067
-3751,-9,-3742
-2104,2430,-4534
606,-1324,1930
1196,4900,-3704
8177,3280,4897
780,991,-211
8429,3474,4955
4741,3592,1149
302,-3627,3929
-4396,-328,-4068
-7610,-3302,-4308
3662,35,3627
1429,3039,-1610
3021,1478,1543
430,3486,-3056
767,-1339,2106
-7532,-4115,-3417
3150,3578,-428
199,4866,-4667
-597,-2956,2359
871,-2096,2967
-8006,-4376,-3630
-31,1354,-1385
-2272,-2579,307
-7689,-3276,-4413
-2317,-4897,2580
-2282,-527,-1755
2981,-59,3040
4346,4570,-224
-674,-1821,1147
-8848,-4590,-4258
4296,-335,4631
7241,4449,2792
3254,-1407,4661
3801,216,3585
6522,4233,2289
672,1026,-354
-5067,-2468,-2599
-2919,-4964,2045
-1163,2538,-3701
3072,2077,995
-573,-3616,3043
4558,4033,525
5766,3322,2444
1739,-1330,3069
-1706,-228,-1478
6226,3519,2707
6942,4503,2439
-5333,-1595,-3738
5624,1821,3803
3271,-1166,4437
1854,268,1586
7893,4801,3092
4537,3276,1261
1043,-1581,2624
732,4983,-4251
504,-52,556
-706,3560,-4266
-1327,3574,-4901
-600,-4328,3728
2834,1087,1747
3075,-1692,4767
-3573,-4919,1346
-4053,-2292,-1761
611,1426,-815
-4225,-1418,-2807
650,2204,-1554
1341,4136,-2795
-1002,-4469,3467
1045,-3303,4348
1517,3920,-2403
-1065,3572,-4637
2564,4050,-1486
6953,3321,3632
-3282,829,-4111
-2570,2362,-4932
1104,1255,-151
-2015,2248,-4263
2941,4055,-1114
6685,2697,3988
827,4721,-3894
-1686,-2137,451
-7074,-3788,-3286
-1412,1843,-3255
-2513,2362,-4875
-4166,-4743,577
-516,-2047,1531
-249,-2976,2727
-7346,-3203,-4143
8157,3805,4352
4638,2758,1880
-2666,-113,-2553
1778,-29,1807
6919,2455,4464
-7128,-3868,-3260
1163,-2547,3710
5751,3898,1853
-1373,-4541,3168
-2541,502,-3043
-3765,772,-4537
-3802,-4625,823
-7407,-2596,-4811
5784,4485,1299
-749,-3261,2512
-2114,-4534,2420
4507,259,4248
-233,-2885,2652
3077,4732,-1655
2995,978,2017
7462,3184,4278
-1743,-2932,1189
-1084,1374,-2458
2482,75,2407
1525,3898,-2373
6892,3840,3052
-964,-1678,714
-5364,-1409,-3955
-1038,-4688,3650
1749,-1375,3124
-393,-397,4
-2002,520,-2522
-467,1549,-2016
1682,-275,1957
-1572,1111,-2683
-1329,-4780,3451
-4363,-4875,512
446,-1968,2414
-5773,-1449,-4324
-2222,2450,-4672
-1423,245,-1668
-3337,-772,-2565
-7399,-3046,-4353
3916,158,3758
2162,-2644,4806
5603,4667,936
-133,3527,-3660
127,-1743,1870
1869,2141,-272
9005,4703,4302
181,-2030,2211
-8767,-3782,-4985
-3496,716,-4212
-5505,-2625,-2880
-4109,-4287,178
-2605,1862,-4467
-9039,-4732,-4307
3001,919,2082
-4545,-947,-3598
195,650,-455
1742,4006,-2264
1478,-3249,4727
-266,584,-850
409,4773,-4364
6263,3682,2581
5774,1342,4432
4184,4597,-413
-2710,-617,-2093
-341,2963,-3304
-5801,-2214,-3587
1426,-2092,3518
1453,2508,-1055
-6540,-1953,-4587
5229,4931,298
-2791,-560,-2231
-7394,-4040,-3354
575,-3384,3959
2761,1528,1233
6812,3811,3001
3180,2475,705
-1502,-19,-1483
3656,3837,-181
1763,-934,2697
-472,3669,-4141
5248,4748,500
-1659,-809,-850
2478,1039,1439
1180,-925,2105
2142,-1604,3746
-2634,-54,-2580
5815,3117,2698
2445,4452,-2007
2179,4867,-2688
-1143,1420,-2563
-3350,943,-4293
5286,1373,3913
-264,-4121,3857
1305,1436,-131
6104,1710,4394
85,3701,-3616
2842,-1196,4038
-6744,-2185,-4559
2195,1756,439
-3660,-1830,-1830
-2372,-4805,2433
632,900,-268
-1662,540,-2202
5008,1384,3624
-5511,-1504,-4007
8075,4907,3168
-445,-4932,4487
-1947,-1314,-633
-5444,-1407,-4037
-4036,-2325,-1711
1348,-1325,2673
5786,1086,4700
7158,2230,4928
2913,3317,-404
-426,2143,-2569
4869,3238,1631
2724,3953,-1229
1523,249,1274
-5512,-4222,-1290
1625,2637,-1012
1326,-2966,4292
-1866,3039,-4905
-5226,-1350,-3876
1463,949,514
8019,3272,4747
5684,4548,1136
-361,-3907,3546
-610,-1561,951
-3151,1826,-4977
499,-4421,4920
-6797,-3506,-3291
7408,4017,3391
2538,1457,1081
7213,4449,2764
-4983,-4779,-204
1069,-1111,2180
7173,4332,2841
2030,-1665,3695
539,-1569,2108
829,2305,-1476
-4257,-3306,-951
-2414,-2388,-26
5217,1695,3522
-6905,-2620,-4285
-4099,36,-4135
334,4357,-4023
971,4532,-3561
-1717,-1692,-25
2919,-489,3408
-2082,-2146,64
193,4391,-4198
-4780,-921,-3859
-7313,-3672,-3641
3471,-293,3764
8307,4098,4209
113,4101,-3988
-6039,-2076,-3963
-4403,-107,-4296
-114,-3119,3005
2156,2596,-440
5037,1138,3899
-1646,249,-1895
-2494,921,-3415
5609,3248,2361
-2425,-2275,-150
3567,487,3080
-2707,-1653,-1054
-786,-714,-72
4704,447,4257
-4485,-3782,-703
896,558,338
-1025,-2955,1930
5008,3075,1933
6018,2013,4005
8796,4923,3873
-5907,-3044,-2863
5637,4888,749
-462,-3176,2714
-4106,-2112,-1994
1343,-2536,3879
5257,4417,840
2924,2765,159
-1546,1427,-2973
1450,-457,1907
567,-3688,4255
2447,-885,3332
7708,2887,4821
525,-3364,3889
3194,3622,-428
287,-634,921
1687,-2409,4096
1288,3524,-2236
241,4312,-4071
4214,-477,4691
5308,3933,1375
-1616,2758,-4374
-4496,-1298,-3198
-2647,1195,-3842
3521,-1355,4876
-7563,-3799,-3764
-7522,-4466,-3056
3890,4142,-252
4033,3137,896
796,-3169,3965
1305,3602,-2297
6678,3789,2889
4355,1817,2538
-2843,1033,-3876
8599,4894,3705
-7775,-3839,-3936
3633,1613,2020
-2204,-149,-2055
1505,2529,-1024
4006,-470,4476
6118,3425,2693
-2156,-2701,545
-1902,2746,-4648
7256,2715,4541
8391,3422,4969
-7377,-3934,-3443
752,129,623
-1443,2277,-3720
2650,-2155,4805
-1000,-2516,1516
-4518,-3735,-783
-1706,-103,-1603
-3841,979,-4820
138,-4041,4179
1191,-975,2166
-5706,-2704,-3002
-2726,-686,-2040
185,-3136,3321
-917,-2349,1432
-6155,-1698,-4457
-4032,-432,-3600
1362,3826,-2464
-7779,-4209,-3570
1424,-2587,4011
-1366,509,-1875
-558,2479,-3037
5566,3999,1567
-2278,2307,-4585
-266,-3635,3369
338,-2536,2874
-2707,681,-3388
543,-871,1414
-1595,-3232,1637
2845,1158,1687
-2305,1845,-4150
-7246,-4744,-2502
1208,-2525,3733
-3654,639,-4293
-958,2621,-3579
792,-296,1088
-8818,-4332,-4486
989,2960,-1971
657,2534,-1877
1106,-288,1394
-4101,-4710,609
-2208,2792,-5000
-4927,-3149,-1778
1742,-1327,3069
-4095,95,-4190
-4147,-722,-3425
1329,1406,-77
-7851,-4421,-3430
-2387,1077,-3464
3199,4884,-1685
5567,4207,1360
174,-4450,4624
-3773,-2057,-1716
-6519,-2391,-4128
-6122,-2294,-3828
-1541,-4914,3373
-1735,-488,-1247
-3669,-2426,-1243
1142,2683,-1541
-2853,-1861,-992
7082,3431,3651
-7373,-3782,-3591
-1866,854,-2720
677,308,369
3143,3042,101
4682,154,4528
1833,-1733,3566
-6118,-4556,-1562
-2035,945,-2980
4508,1619,2889
-5748,-3811,-1937
-3180,-4129,949
-553,2411,-2964
1036,3635,-2599
6486,1526,4960
7977,3555,4422
-689,738,-1427
-7874,-3165,-4709
-2519,-134,-2385
260,-4204,4464
2137,2843,-706
-271,-1748,1477
2449,3026,-577
-5409,-1282,-4127
-1464,-3247,1783
67,4411,-4344
-3228,1318,-4546
78,2123,-2045
-4292,-2492,-1800
-2008,409,-2417
-7165,-3811,-3354
-6758,-1873,-4885
-3989,421,-4410
-642,-4032,3390
3808,3575,233
-8397,-4893,-3504
1595,463,1132
-6236,-1521,-4715
-943,-4425,3482
8045,4296,3749
6282,1495,4787
5793,2466,3327
-4046,263,-4309
-1315,3023,-4338
5063,3279,1784
2000,3509,-1509
1750,4108,-2358
-875,2994,-3869
183,-1379,1562
-6624,-3381,-3243
-1584,347,-1931
-3510,-3013,-497
320,-3639,3959
-6899,-3283,-3616
-856,-2923,2067
-2724,1898,-4622
2330,710,1620
-3562,-3295,-267
-3642,740,-4382
-6951,-2303,-4648
-1591,-1934,343
-3584,-4423,839
-3869,-3043,-826
4481,3141,1340
-243,-3754,3511
734,-598,1332
4733,656,4077
7433,3388,4045
-4112,-2151,-1961
1233,-2295,3528
-2207,-2476,269
-7039,-2268,-4771
-1815,460,-2275
-8512,-4904,-3608
-1631,-3403,1772
689,1965,-1276
-2301,-571,-1730
4007,125,3882
-7199,-2809,-4390
6885,3858,3027
2240,2522,-282
1444,-864,2308
3306,-928,4234
-4808,-2169,-2639
-6506,-2116,-4390
2409,3851,-1442
5417,4605,812
-2031,-3153,1122
-2907,1699,-4606
6447,4085,2362
1151,-707,1858
-6579,-3319,-3260
-4811,186,-4997
-998,2012,-3010
7334,3206,4128
5323,2566,2757
-1104,3566,-4670
684,-2646,3330
2398,1696,702
-8588,-4595,-3993
7227,3101,4126
1715,-277,1992
3835,4146,-311
6289,2196,4093
1632,4962,-3330
-6176,-2147,-4029
-6581,-2579,-4002
19,3637,-3618
7073,2578,4495
4220,1007,3213
-7396,-3089,-4307
-4263,-4312,49
485,947,-462
-8136,-3873,-4263
-4774,-1136,-3638
-652,1600,-2252
-2367,2530,-4897
7053,4902,2151
4515,3615,900
1052,4891,-3839
-1962,-2543,581
-8760,-4994,-3766
-7482,-2641,-4841
349,2920,-2571
794,1236,-442
1344,-1391,2735
3825,629,3196
-686,-2870,2184
-8682,-4293,-4389
-3865,676,-4541
-8811,-4459,-4352
-5856,-4327,-1529
811,-783,1594
2744,293,2451
4088,4705,-617
6353,4238,2115
5703,1359,4344
1303,3877,-2574
-3964,-4227,263
-1811,-3430,1619
-1236,281,-1517
1179,4533,-3354
-6975,-4552,-2423
-25,-3449,3424
2703,-1981,4684
6775,4693,2082
-2039,-4935,2896
-1610,262,-1872
-7357,-2865,-4492
-3099,-4488,1389
-2261,-660,-1601
-233,-4673,4440
-2005,2569,-4574
-3297,8,-3305
-2409,-1031,-1378
-2893,-1600,-1293
-1331,-3956,2625
-3001,-3391,390
-8547,-4409,-4138
-682,-3331,2649
10,-2997,3007
1793,4175,-2382
-4449,-4814,365
3866,970,2896
-3779,-1860,-1919
585,-3461,4046
-2033,-2643,610
-1658,98,-1756
5997,1401,4596
492,2868,-2376
2206,2114,92
-3120,-199,-2921
-4020,-22,-3998
1476,702,774
861,-1051,1912
501,-976,1477
2522,1625,897
-790,63,-853
2715,-1368,4083
3058,2911,147
-2225,261,-2486
2347,3264,-917
6874,4908,1966
-6605,-3942,-2663
-3343,-3649,306
4298,3214,1084
1180,-740,1920
-5204,-3417,-1787
-8451,-4423,-4028
-2860,-4343,1483
-1838,1688,-3526
-1877,1475,-3352
2193,3929,-1736
-4628,-4445,-183
9258,4364,4894
-6968,-4158,-2810
-1105,-3260,2155
4150,-451,4601
-1354,-711,-643
-686,3482,-4168
-805,-2212,1407
-2375,-4704,2329
-270,2597,-2867
-1621,216,-1837
-2984,-788,-2196
-3210,-3383,173
-1249,2946,-4195
-2063,1242,-3305
4519,1796,2723
5927,2795,3132
-7331,-4935,-2396
1968,1444,524
7094,2985,4109
-490,-1863,1373
1001,667,334
-343,2103,-2446
3977,-94,4071
-1936,-262,-1674
2606,-2249,4855
2969,2377,592
-7577,-4473,-3104
-4754,-871,-3883
-3525,383,-3908
-1002,1774,-2776
-2690,-1397,-1293
-1918,199,-2117
3269,118,3151
-2935,-1995,-940
5208,3345,1863
-3558,411,-3969
1089,2439,-1350
-531,2407,-2938
-794,2546,-3340
-5699,-2070,-3629
4557,691,3866
6397,4300,2097
2524,1215,1309
-1408,-3438,2030
2947,-1760,4707
2538,-1792,4330
2020,3220,-1200
1383,1306,77
-1622,-3162,1540
3455,664,2791
-1231,-3317,2086
-965,678,-1643
-605,-1875,1270
-3369,223,-3592
-7111,-3958,-3153
-861,2238,-3099
2793,1010,1783
-1317,-4235,2918
-1639,-1419,-220
-3777,-1609,-2168
-5600,-4171,-1429
-2673,1624,-4297
-480,-2403,1923
6679,2598,4081
-2619,-3368,749
-6516,-4890,-1626
4999,1701,3298
5390,536,4854
-2920,-773,-2147
-2604,-1627,-977
2461,194,2267
-563,-2318,1755
-292,-2522,2230
-3514,-2837,-677
2417,1305,1112
-2949,581,-3530
5779,3189,2590
-1368,3463,-4831
-1953,2187,-4140
3235,3338,-103
713,2253,-1540
-8072,-4225,-3847
-6389,-1457,-4932
-1627,-642,-985
2175,680,1495
-827,2834,-3661
-5186,-1501,-3685
-8806,-4157,-4649
-7071,-4625,-2446
-170,245,-415
153,3951,-3798
3906,3361,545
-3804,-4263,459
6139,4700,1439
-3462,1339,-4801
4929,4425,504
-2655,-2244,-411
-7151,-3180,-3971
3623,2126,1497
-999,1275,-2274
-965,-1186,221
2000,-2642,4642
-4646,-2167,-2479
406,29,377
-1374,1788,-3162
-5777,-1046,-4731
46,-1493,1539
-68,2480,-2548
4520,576,3944
-3937,-1967,-1970
-7702,-3149,-4553
818,-945,1763
3381,3387,-6
-3688,947,-4635
1047,4117,-3070
1862,821,1041
-5628,-3722,-1906
4125,1848,2277
-2894,-2106,-788
-2,-636,634
8631,3815,4816
-1671,1355,-3026
-5974,-2053,-3921
4301,-424,4725
1261,2363,-1102
1101,-1407,2508
4465,3507,958
3561,2236,1325
7566,4453,3113
-9161,-4823,-4338
904,-1579,2483
-3066,-361,-2705
267,-4612,4879
925,4494,-3569
121,-4359,4480
-3890,779,-4669
-4552,-1702,-2850
-4552,-4922,370
-4047,379,-4426
6214,4598,1616
-3069,734,-3803
641,486,155
-795,2735,-3530
-3504,-1021,-2483
-9575,-4916,-4659
4984,1543,3441
1936,-359,2295
-2415,220,-2635
-2548,-847,-1701
2269,-568,2837
-5460,-1985,-3475
-3041,-1996,-1045
2894,1214,1680
-1550,-1953,403
-3910,-2596,-1314
-4375,-3541,-834
-6047,-1510,-4537
2075,1373,702
-424,3733,-4157
-7879,-3767,-4112
-5467,-2229,-3238
4644,2604,2040
2041,3312,-1271
6348,4693,1655
7716,4177,3539
-840,3949,-4789
-1265,3186,-4451
355,-3001,3356
-1822,-3555,1733
-4093,-4116,23
6555,3262,3293
1569,-1573,3142
-1450,-2396,946
4034,1365,2669
-2950,-248,-2702
-1230,-4686,3456
7873,3939,3934
2736,4782,-2046
3000,1000,2000
7155,2906,4249
-7182,-4982,-2200
-937,6,-943
-458,546,-1004
4341,2595,1746
6921,4592,2329
-307,-2723,2416
-8165,-3525,-4640
-6061,-1159,-4902
-4561,-2012,-2549
-4147,-994,-3153
1767,4320,-2553
-5270,-3400,-1870
-1338,-2615,1277
234,3612,-3378
-754,160,-914
-2719,-809,-1910
1257,3575,-2318
-3985,-2099,-1886
-2436,234,-2670
-4470,-1054,-3416
3710,-197,3907
-1100,-3706,2606
-362,-4333,3971
-1602,-362,-1240
-4876,-783,-4093
-2547,-2266,-281
4158,877,3281
7817,3400,4417
364,-4596,4960
-4947,-1133,-3814
1347,-1641,2988
233,-177,410
-547,-1024,477
2409,-780,3189
2085,-1695,3780
9310,4994,4316
-2470,-1357,-1113
253,-4740,4993
5514,1492,4022
-3104,-3444,340
307,2983,-2676
-7708,-3996,-3712
-2653,1390,-4043
-2482,824,-3306
2904,-1127,4031
968,1671,-703
-6748,-2149,-4599
1404,4113,-2709
-716,2422,-3138
3695,4128,-433
3055,-1233,4288
2696,2117,579
-3801,15,-3816
-2054,-2208,154
1343,-2466,3809
3127,-528,3655
901,-3572,4473
1952,1467,485
4413,2044,2369
0,-1526,1526
5858,1987,3871
3831,4340,-509
-1377,253,-1630
2280,2587,-307
4824,3460,1364
-5904,-2017,-3887
3097,2305,792
4808,171,4637
9340,4392,4948
-6108,-4914,-1194
4426,2006,2420
-3897,-1315,-2582
-65,-1071,1006
428,-1924,2352
683,2600,-1917
3153,1294,1859
8633,4693,3940
-6778,-1813,-4965
-2439,1715,-4154
6818,2278,4540
-4362,-4340,-22
-5375,-2254,-3121
-1013,-432,-581
-2358,-4891,2533
-4613,-3951,-662
-4836,-1885,-2951
553,-4010,4563
-5295,-4882,-413
-308,-478,170
-5410,-1693,-3717
3058,-1005,4063
-5780,-1805,-3975
127,-3124,3251
-6423,-4708,-1715
-8142,-4046,-4096
5891,4359,1532
-4630,-3402,-1228
2490,107,2383
2952,958,1994
-4791,-1519,-3272
4957,3088,1869
-1127,768,-1895
-7672,-3815,-3857
2861,3860,-999
1625,-664,2289
7877,3510,4367
276,40,236
-2981,1641,-4622
5368,3809,1559
6298,3080,3218
-7091,-2246,-4845
313,2376,-2063
2994,2738,256
500,1869,-1369
-1487,-2451,964
-3236,914,-4150
31,-3782,3813
953,937,16
7829,4816,3013
1465,2018,-553
4967,3764,1203
1725,-1172,2897
3002,594,2408
-7337,-4699,-2638
9752,4818,4934
-7343,-2345,-4998
1734,1758,-24
4858,2690,2168
7734,2899,4835
615,-2135,2750
5698,3833,1865
427,-2676,3103
-1047,1642,-2689
-1840,-499,-1341
-2181,-247,-1934
943,-725,1668
-1955,2464,-4419
5253,4667,586
977,1794,-817
-8188,-3429,-4759
4069,2088,1981
4527,-431,4958
4283,4136,147
-3445,-4875,1430
7907,3917,3990
-5,1854,-1859
3788,824,2964
-358,2992,-3350
3320,4980,-1660
758,-3686,4444
3090,3834,-744
-4347,-2387,-1960
3913,1574,2339
6737,2175,4562
2015,-1055,3070
-4902,-3935,-967
-313,962,-1275
1159,542,617
-1404,1295,-2699
-4651,-1741,-2910
-1227,-4613,3386
-2874,-1759,-1115
6326,4104,2222
-826,-4120,3294
-2636,1488,-4124
2120,-193,2313
5079,1657,3422
-4047,-4216,169
4723,352,4371
-2696,-2412,-284
1789,-1220,3009
1580,-834,2414
281,-4254,4535
-7672,-3133,-4539
2802,3045,-243
-954,-4966,4012
846,-244,1090
-2753,-4552,1799
-3284,531,-3815
-775,-388,-387
982,4911,-3929
827,4180,-3353
-283,1680,-1963
1968,-1438,3406
4208,4594,-386
2359,4092,-1733
6328,2745,3583
1500,-2173,3673
2754,2205,549
561,867,-306
-5651,-2942,-2709
-3644,-3975,331
1282,-3704,4986
2103,1791,312
2343,2115,228
-2636,-358,-2278
7369,4845,2524
-1642,484,-2126
-2991,-456,-2535
1841,2822,-981
-3058,-3774,716
-1304,1992,-3296
4464,430,4034
-2603,177,-2780
489,2120,-1631
9476,4966,4510
4917,2740,2177
-6121,-3416,-2705
-6378,-2840,-3538
-4691,-4033,-658
9329,4953,4376
-646,373,-1019
-8417,-3811,-4606
-3057,1646,-4703
1875,-1275,3150
-1805,-1466,-339
1803,1750,53
1089,-986,2075
-4492,-3883,-609
-3929,-2470,-1459
2754,2516,238
2969,4391,-1422
-3191,772,-3963
880,3986,-3106
4877,229,4648
-1145,2534,-3679
-4468,-487,-3981
-7938,-3440,-4498
-6892,-3003,-3889
6305,4265,2040
3283,1264,2019
-610,4257,-4867
4484,2134,2350
1897,3415,-1518
-2575,-1284,-1291
659,1574,-915
-5200,-850,-4350
-2429,-2155,-274
-2434,-1201,-1233
-1104,10,-1114
5059,2460,2599
6515,3408,3107
-4597,-1103,-3494
670,3502,-2832
6932,3966,2966
792,-643,1435
-818,-4419,3601
3732,1965,1767
2506,2655,-149
-5268,-2287,-2981
4847,3211,1636
-2973,-4566,1593
-1090,3077,-4167
-4035,-2277,-1758
-2571,-3047,476
6796,2880,3916
3426,-1471,4897
-1116,841,-1957
-3391,-1823,-1568
6347,4794,1553
-3846,328,-4174
473,-2198,2671
1129,-3638,4767
1902,3631,-1729
3827,4187,-360
-743,-5,-738
2811,4664,-1853
3867,1163,2704
-3532,-2286,-1246
-6439,-3553,-2886
-3066,-3777,711
-7889,-3213,-4676
1888,-813,2701
4800,4925,-125
-5969,-1097,-4872
6635,1999,4636
4609,1956,2653
1298,-2755,4053
1718,-224,1942
-1094,2742,-3836
-2948,-1608,-1340
1669,4235,-2566
6184,3992,2192
1584,234,1350
5704,4710,994
-3393,-2355,-1038
-3445,810,-4255
-7886,-3618,-4268
-813,-4870,4057
-2732,1222,-3954
3850,-1095,4945
-5023,-4771,-252
-3550,-191,-3359
-847,-1773,926
-749,2227,-2976
3862,1856,2006
-3519,611,-4130
-552,-795,243
1457,393,1064
-5604,-4137,-1467
-3688,-4105,417
-634,-4314,3680
6656,2279,4377
-98,4650,-4748
1728,88,1640
4042,1113,2929
1557,-1677,3234
2330,4338,-2008
6752,2863,3889
3943,4913,-970
4705,3327,1378
-524,506,-1030
-1113,2169,-3282
-2240,-222,-2018
-5732,-4691,-1041
-1842,2600,-4442
1786,102,1684
-7968,-3426,-4542
-887,-2282,1395
4115,681,3434
-540,-92,-448
2965,27,2938
-7913,-3373,-4540
-1229,-315,-914
-1978,2622,-4600
-163,4235,-4398
2691,2697,-6
-5972,-3647,-2325
-3047,-1356,-1691
-4050,913,-4963
-7338,-3234,-4104
-505,2039,-2544
-1434,-834,-600
-693,-918,225
61,-181,242
1316,1296,20
4630,3412,1218
-3867,-1296,-2571
-5668,-3176,-2492
4448,3560,888
-2654,-607,-2047
860,-3196,4056
2141,447,1694
-8521,-4349,-4172
-478,-4566,4088
-3689,-4520,831
7872,4993,2879
-897,-3654,2757
-7179,-3187,-3992
-484,4361,-4845
9505,4967,4538
3645,2091,1554
-3558,924,-4482
-6386,-3969,-2417
-1343,2126,-3469
2468,2861,-393
2688,-2159,4847
-3063,-4408,1345
-122,3100,-3222
-3422,-2757,-665
-5098,-3268,-1830
-213,4521,-4734
-475,-2518,2043
-2777,-1826,-951
1067,3657,-2590
533,-908,1441
1499,-2237,3736
479,3198,-2719
838,-2804,3642
-4251,172,-4423
2371,-405,2776
258,-1086,1344
2705,1277,1428
-3374,1597,-4971
3517,4709,-1192
-1971,2927,-4898
2650,928,1722
180,-2957,3137
4161,4491,-330
-1315,-967,-348
4480,347,4133
-2069,-382,-1687
3616,2877,739
-4280,-4934,654
3846,182,3664
-9278,-4401,-4877
5977,3887,2090
5915,3901,2014
-4275,317,-4592
-2013,1360,-3373
5039,4149,890
-4451,-1799,-2652
1879,1584,295
-7407,-3288,-4119
-5091,-1866,-3225
258,-2523,2781
-1898,-904,-994
591,1645,-1054
-3122,1437,-4559
3439,642,2797
-4148,847,-4995
1056,2595,-1539
8395,3804,4591
-2309,1008,-3317
2303,933,1370
-1799,-3635,1836
-455,408,-863
5990,3025,2965
1419,3059,-1640
3955,1223,2732
247,4872,-4625
3878,3049,829
-1754,105,-1859
-559,428,-987
-3008,-4761,1753
-2326,1731,-4057
-928,2785,-3713
-7158,-4073,-3085
7768,3787,3981
6634,2476,4158
276,3618,-3342
1990,-1423,3413
-5845,-3364,-2481
-2000,1403,-3403
-1773,-267,-1506
-2661,-3580,919
1807,4437,-2630
3967,998,2969
-4854,-1011,-3843
1506,612,894
-5380,-964,-4416
1093,-1927,3020
396,2793,-2397
-1164,59,-1223
2370,1381,989
2013,-2451,4464
-5763,-1798,-3965
-2200,-1001,-1199
-2967,-1116,-1851
-2891,1178,-4069
-8974,-4001,-4973
-6212,-2527,-3685
3355,3649,-294
6180,2519,3661
2171,-2697,4868
7721,4310,3411
-4996,-4893,-103
650,564,86
-570,1546,-2116
-489,-867,378
6654,4923,1731
983,4507,-3524
-2456,-1805,-651
-3953,577,-4530
1219,2291,-1072
-458,-2459,2001
1051,76,975
3285,4694,-1409
4418,216,4202
-6354,-1586,-4768
-3224,-1014,-2210
-5722,-3207,-2515
1070,4740,-3670
-4163,264,-4427
-606,-2541,1935
-1035,-1543,508
667,782,-115
4548,260,4288
4210,3682,528
-3097,-991,-2106
-2407,-3234,827
523,4346,-3823
-909,-736,-173
465,4519,-4054
-835,2448,-3283
-3513,-245,-3268
-1518,3369,-4887
2258,-1463,3721
877,-3673,4550
2569,1315,1254
7420,3117,4303
-2671,-3473,802
1951,3250,-1299
2501,1694,807
-7101,-2789,-4312
-102,3141,-3243
-5225,-1935,-3290
8748,3953,4795
5193,1469,3724
3447,1102,2345
7415,4044,3371
414,2002,-1588
-483,-2840,2357
3312,-1390,4702
-8340,-4279,-4061
-8377,-3924,-4453
6157,1502,4655
-5974,-3890,-2084
4836,4236,600
-120,-3084,2964
-2795,-1845,-950
-3014,-4135,1121
3527,961,2566
7285,4335,2950
-221,2971,-3192
-75,-2302,2227
7055,4412,2643
327,-387,714
-294,-4613,4319
-3953,-1183,-2770
2812,-152,2964
1497,-2738,4235
-325,3718,-4043
-6496,-3464,-3032
-254,-4172,3918
-787,-2121,1334
7640,3085,4555
-418,4329,-4747
3190,4286,-1096
-4705,-1847,-2858
-789,-1521,732
1815,3223,-1408
2893,2921,-28
4931,2046,2885
6580,3795,2785
-2858,-2794,-64
5072,4834,238
-2046,-1019,-1027
785,4381,-3596
-1962,-2139,177
-4839,-3724,-1115
-5828,-944,-4884
2664,-1145,3809
-3374,1549,-4923
-1868,509,-2377
3323,-1620,4943
5716,3292,2424
-1966,-189,-1777
-1728,-175,-1553
-777,-3294,2517
1074,-2412,3486
29,2050,-2021
-7685,-4915,-2770
-2368,-1990,-378
-6323,-2110,-4213
-7276,-4681,-2595
-7798,-3003,-4795
-406,-3571,3165
-2314,-3324,1010
2608,-2065,4673
-2180,-4747,2567
6673,2846,3827
-1220,-241,-979
-2000,-913,-1087
7281,4435,2846
-668,-2833,2165
9143,4429,4714
-1445,-4093,2648
1229,-1351,2580
-1342,-4661,3319
-519,2782,-3301
5767,3122,2645
5588,3826,1762
423,4712,-4289
-3351,1312,-4663
4148,-385,4533
1998,1691,307
4068,4834,-766
-1798,1693,-3491
-679,-1061,382
-1984,1601,-3585
-5547,-1960,-3587
-1283,1707,-2990
-8560,-4565,-3995
-7445,-4615,-2830
-7309,-2553,-4756
4160,1524,2636
-4338,-3807,-531
-1452,3214,-4666
2194,993,1201
-4886,-2487,-2399
-7212,-4292,-2920
2561,897,1664
-1185,1990,-3175
-1441,1611,-3052
-18,322,-340
-4651,-905,-3746
20,4654,-4634
4896,14,4882
-3281,-3403,122
-4886,-4201,-685
-2049,-4884,2835
-318,-586,268
353,3971,-3618
6459,2444,4015
-1248,3528,-4776
2709,2369,340
3643,1720,1923
8568,3882,4686
184,133,51
-2134,725,-2859
-6,2137,-2143
-1117,-2797,1680
-393,-2300,1907
-5151,-446,-4705
